bgen	id	chrom	start	end
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_77995635_82795741	chr13	77995635	82795741
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_82795741_87212654	chr13	82795741	87212654
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_87212698_91634567	chr13	87212698	91634567
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_91634597_96254478	chr13	91634597	96254478
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_96254478_100712067	chr13	96254478	100712067
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_100712067_105108260	chr13	100712067	105108260
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_105108321_109398917	chr13	105108321	109398917
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_109399100_112962166	chr13	109399100	112962166
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr13.bgen	acaf_chr13_112962183_114354328	chr13	112962183	114354328
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_18223545_22434173	chr14	18223545	22434173
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_22434285_27183251	chr14	22434285	27183251
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_27183251_31953828	chr14	27183251	31953828
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_31953852_36217181	chr14	31953852	36217181
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_36217187_41205908	chr14	36217187	41205908
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_41205963_45562277	chr14	41205963	45562277
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_45562277_50035417	chr14	45562277	50035417
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_50035457_54713569	chr14	50035457	54713569
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_54713569_59141584	chr14	54713569	59141584
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_59141584_63884127	chr14	59141584	63884127
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_63884127_68845078	chr14	63884127	68845078
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_68845078_73405435	chr14	68845078	73405435
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_73405435_77529621	chr14	73405435	77529621
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_77529621_82260432	chr14	77529621	82260432
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_82260432_86570456	chr14	82260432	86570456
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_86570456_90675075	chr14	86570456	90675075
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_90675075_95101403	chr14	90675075	95101403
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_95101437_99305997	chr14	95101437	99305997
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_99305997_103113376	chr14	99305997	103113376
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_103113376_106456625	chr14	103113376	106456625
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr14.bgen	acaf_chr14_106456708_106883717	chr14	106456708	106883717
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_17000136_23454167	chr15	17000136	23454167
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_23454168_27267343	chr15	23454168	27267343
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_27267347_31510857	chr15	27267347	31510857
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_31510857_36044436	chr15	31510857	36044436
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_36044436_40924803	chr15	36044436	40924803
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_40924803_45463253	chr15	40924803	45463253
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_45463253_50468431	chr15	45463253	50468431
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_50468489_54897707	chr15	50468489	54897707
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_54897740_58873876	chr15	54897740	58873876
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_58873962_62924369	chr15	58873962	62924369
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_62924373_67183024	chr15	62924373	67183024
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_67183024_71805941	chr15	67183024	71805941
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_71805941_76652293	chr15	71805941	76652293
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_76652293_80899648	chr15	76652293	80899648
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_80899648_85633525	chr15	80899648	85633525
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_85633525_89362532	chr15	85633525	89362532
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_89362534_93033475	chr15	89362534	93033475
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_93033475_97217392	chr15	93033475	97217392
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_97217473_101021767	chr15	97217473	101021767
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr15.bgen	acaf_chr15_101021767_101981189	chr15	101021767	101981189
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_10009_2507635	chr16	10009	2507635
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_2507635_5649118	chr16	2507635	5649118
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_5649118_7557637	chr16	5649118	7557637
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_7557637_10355581	chr16	7557637	10355581
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_10355581_13188740	chr16	10355581	13188740
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_13188754_17379508	chr16	13188754	17379508
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_17379660_21836021	chr16	17379660	21836021
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_21836021_25873409	chr16	21836021	25873409
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_25873409_29843551	chr16	25873409	29843551
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_29843551_34834010	chr16	29843551	34834010
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_34834028_49939726	chr16	34834028	49939726
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_49939744_54466454	chr16	49939744	54466454
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_54466546_58695492	chr16	54466546	58695492
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_58695492_63021027	chr16	58695492	63021027
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_63021067_67631685	chr16	63021067	67631685
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_67631685_72057630	chr16	67631685	72057630
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_72057630_75881731	chr16	72057630	75881731
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_75881738_78844690	chr16	75881738	78844690
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_78844715_81704500	chr16	78844715	81704500
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_81704500_84444183	chr16	81704500	84444183
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_84444183_86987315	chr16	84444183	86987315
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_86987315_89414063	chr16	86987315	89414063
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr16.bgen	acaf_chr16_89414114_90227315	chr16	89414114	90227315
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_60103_2747049	chr17	60103	2747049
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_2747062_6150707	chr17	2747062	6150707
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_6150707_9784429	chr17	6150707	9784429
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_9784449_13615593	chr17	9784449	13615593
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_13615685_17894975	chr17	13615685	17894975
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_17894975_21970603	chr17	17894975	21970603
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_21970603_29264375	chr17	21970603	29264375
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_29264375_33858063	chr17	29264375	33858063
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_33858153_38470403	chr17	33858153	38470403
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_38470452_42668815	chr17	38470452	42668815
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_42668815_46620314	chr17	42668815	46620314
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_46620314_51077103	chr17	46620314	51077103
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_51077103_55854920	chr17	51077103	55854920
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_55854941_60728553	chr17	55854941	60728553
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_60728628_65320532	chr17	60728628	65320532
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_65320532_69383923	chr17	65320532	69383923
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_69383953_73192817	chr17	69383953	73192817
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_73192817_76920288	chr17	73192817	76920288
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_76920288_80083265	chr17	76920288	80083265
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_80083281_82970608	chr17	80083281	82970608
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr17.bgen	acaf_chr17_82970608_83247441	chr17	82970608	83247441
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_10004_3740962	chr18	10004	3740962
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_3740962_8341691	chr18	3740962	8341691
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_8341691_12567271	chr18	8341691	12567271
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_12567333_22197227	chr18	12567333	22197227
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_22197273_26880623	chr18	22197273	26880623
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_26880623_31553230	chr18	26880623	31553230
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_31553288_36748362	chr18	31553288	36748362
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_36748364_41634595	chr18	36748364	41634595
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_41634629_46446625	chr18	41634629	46446625
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_46446658_50833506	chr18	46446658	50833506
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_50833506_55099548	chr18	50833506	55099548
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_55099569_59622623	chr18	55099569	59622623
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_59622661_64226535	chr18	59622661	64226535
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_64226535_68350206	chr18	64226535	68350206
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_68350206_72697869	chr18	68350206	72697869
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_72697869_76773740	chr18	72697869	76773740
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_76773740_79648571	chr18	76773740	79648571
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr18.bgen	acaf_chr18_79648571_80263285	chr18	79648571	80263285
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_62935_2405082	chr19	62935	2405082
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_2405082_5084539	chr19	2405082	5084539
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_5084541_8044777	chr19	5084541	8044777
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_8044786_11217932	chr19	8044786	11217932
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_11217937_14612932	chr19	11217937	14612932
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_14612932_17867632	chr19	14612932	17867632
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_17867632_21620100	chr19	17867632	21620100
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_21620100_27787590	chr19	21620100	27787590
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_27787611_31752374	chr19	27787611	31752374
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_31752374_35699734	chr19	31752374	35699734
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_35699734_39755775	chr19	35699734	39755775
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_39755822_43557941	chr19	39755822	43557941
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_43558120_47345358	chr19	43558120	47345358
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_47345358_50592874	chr19	47345358	50592874
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_50592874_53925026	chr19	50592874	53925026
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_53925027_56395731	chr19	53925027	56395731
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr19.bgen	acaf_chr19_56395735_58607616	chr19	56395735	58607616
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_10025_3109938	chr2	10025	3109938
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_3109961_6906141	chr2	3109961	6906141
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_6906141_10924708	chr2	6906141	10924708
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_10924711_15006549	chr2	10924711	15006549
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_15006549_19530057	chr2	15006549	19530057
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_19530057_24408956	chr2	19530057	24408956
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_24409004_28976373	chr2	24409004	28976373
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_28976409_33277793	chr2	28976409	33277793
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_33277793_36927381	chr2	33277793	36927381
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_36927526_40747559	chr2	36927526	40747559
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_40747559_44434078	chr2	40747559	44434078
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_44434078_48501665	chr2	44434078	48501665
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_48501736_52585316	chr2	48501736	52585316
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_52585316_56701007	chr2	52585316	56701007
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_56701095_61106432	chr2	56701095	61106432
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_61106433_65805087	chr2	61106433	65805087
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_65805087_70380506	chr2	65805087	70380506
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_70380506_75226427	chr2	70380506	75226427
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_75226429_79483789	chr2	75226429	79483789
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_79483811_83974844	chr2	79483811	83974844
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_83974889_88181221	chr2	83974889	88181221
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_88181221_95070976	chr2	88181221	95070976
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_95070976_100936938	chr2	95070976	100936938
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_100936938_105507887	chr2	100936938	105507887
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_105507887_110213540	chr2	105507887	110213540
gs://vwb-aou-datasets-controlled/v9/wgs/short_read/snpindel/acaf_threshold/bgen/acaf_threshold.chr2.bgen	acaf_chr2_110213541_115282637	chr2	110213541	115282637
